;class;family;key;kingdom;month;order;phylum;scientificname;taxonkey;year;direccion_territorial
263;MAGNOLIOPSIDA;ERICACEAE;IGUAQUE;PLANTAE;12;ERICALES;TRACHEOPHYTA;DISTERIGMA NIED.;7328392;2002; ANDES NORORIENTALES
264;BRYOPSIDA;DITRICHACEAE;IGUAQUE;PLANTAE;6;DICRANALES;BRYOPHYTA;DITRICHUM DIFFICILE FLEISCHER, 1904;5282321;2001; ANDES NORORIENTALES
265;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;6;DICRANALES;BRYOPHYTA;DICRANELLA HILARIANA MITTEN, 1869;5282158;2001; ANDES NORORIENTALES
266;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;6;DICRANALES;BRYOPHYTA;DICRANELLA DITISSIMA MITTEN, 1869;5282089;2001; ANDES NORORIENTALES
267;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;6;DICRANALES;BRYOPHYTA;DICRANELLA HILARIANA MITTEN, 1869;5282158;2001; ANDES NORORIENTALES
268;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;DICRANACEAE;4635;2002; ANDES NORORIENTALES
269;JUNGERMANNIOPSIDA;LEJEUNEACEAE;IGUAQUE;PLANTAE;6;PORELLALES;MARCHANTIOPHYTA;DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.;2688771;2001; ANDES NORORIENTALES
270;JUNGERMANNIOPSIDA;JUNGERMANNIACEAE;IGUAQUE;PLANTAE;6;JUNGERMANNIALES;MARCHANTIOPHYTA;CRYPTOCHILA GRANDIFLORA (LINDENB. & GOTTSCHE) GROLLE;7566810;2001; ANDES NORORIENTALES
271;MAGNOLIOPSIDA;ASTERACEAE;IGUAQUE;PLANTAE;12;ASTERALES;TRACHEOPHYTA;CONYZA LESS.;7821792;2002; ANDES NORORIENTALES
272;MAGNOLIOPSIDA;GESNERIACEAE;IGUAQUE;PLANTAE;6;LAMIALES;TRACHEOPHYTA;COLUMNEA STRIGOSA BENTH.;5592044;2001; ANDES NORORIENTALES
273;MAGNOLIOPSIDA;CLUSIACEAE;IGUAQUE;PLANTAE;6;MALPIGHIALES;TRACHEOPHYTA;CLUSIA SESSILIS KLOTZSCH EX ENGL.;7897691;2001; ANDES NORORIENTALES
274;MAGNOLIOPSIDA;CLUSIACEAE;IGUAQUE;PLANTAE;12;MALPIGHIALES;TRACHEOPHYTA;CLUSIA L.;3189424;2002; ANDES NORORIENTALES
275;MAGNOLIOPSIDA;CLUSIACEAE;IGUAQUE;PLANTAE;12;MALPIGHIALES;TRACHEOPHYTA;CLUSIA L.;3189424;2002; ANDES NORORIENTALES
276;LILIOPSIDA;POACEAE;IGUAQUE;PLANTAE;4;POALES;TRACHEOPHYTA;CHUSQUEA KUNTH;2706422;2000; ANDES NORORIENTALES
277;MAGNOLIOPSIDA;CLETHRACEAE;IGUAQUE;PLANTAE;12;ERICALES;TRACHEOPHYTA;CLETHRA FAGIFOLIA KUNTH;7330819;2002; ANDES NORORIENTALES
278;MAGNOLIOPSIDA;CLETHRACEAE;IGUAQUE;PLANTAE;7;ERICALES;TRACHEOPHYTA;CLETHRA L.;2888321;2002; ANDES NORORIENTALES
279;MAGNOLIOPSIDA;ASTERACEAE;IGUAQUE;PLANTAE;12;ASTERALES;TRACHEOPHYTA;CHROMOLAENA DC.;7824453;2002; ANDES NORORIENTALES
280;MAGNOLIOPSIDA;RUBIACEAE;IGUAQUE;PLANTAE;6;GENTIANALES;TRACHEOPHYTA;CHIOCOCCA ALBA HITCHC.;2907406;2001; ANDES NORORIENTALES
281;MAGNOLIOPSIDA;SOLANACEAE;IGUAQUE;PLANTAE;12;SOLANALES;TRACHEOPHYTA;CESTRUM L.;2928784;2002; ANDES NORORIENTALES
282;MAGNOLIOPSIDA;SOLANACEAE;IGUAQUE;PLANTAE;12;SOLANALES;TRACHEOPHYTA;CESTRUM L.;2928784;2002; ANDES NORORIENTALES
283;MAGNOLIOPSIDA;SOLANACEAE;IGUAQUE;PLANTAE;7;SOLANALES;TRACHEOPHYTA;CESTRUM L.;2928784;2002; ANDES NORORIENTALES
284;MAGNOLIOPSIDA;CAMPANULACEAE;IGUAQUE;PLANTAE;6;ASTERALES;TRACHEOPHYTA;CENTROPOGON GLAUCOTOMENTOSUS E.WIMM.;5412427;2001; ANDES NORORIENTALES
285;MAGNOLIOPSIDA;CAMPANULACEAE;IGUAQUE;PLANTAE;6;ASTERALES;TRACHEOPHYTA;CENTROPOGON FERRUGINEUS GLEASON;5412772;2003; ANDES NORORIENTALES
286;MAGNOLIOPSIDA;CAMPANULACEAE;IGUAQUE;PLANTAE;6;ASTERALES;TRACHEOPHYTA;CENTROPOGON GLAUCOTOMENTOSUS E.WIMM.;5412427;2001; ANDES NORORIENTALES
287;MAGNOLIOPSIDA;CAMPANULACEAE;IGUAQUE;PLANTAE;12;ASTERALES;TRACHEOPHYTA;CENTROPOGON C.PRESL;7815589;2002; ANDES NORORIENTALES
288;MAGNOLIOPSIDA;SOLANACEAE;IGUAQUE;PLANTAE;6;SOLANALES;TRACHEOPHYTA;CESTRUM HUMBOLDTII FRANCEY;7300102;2001; ANDES NORORIENTALES
289;MAGNOLIOPSIDA;SOLANACEAE;IGUAQUE;PLANTAE;6;SOLANALES;TRACHEOPHYTA;CESTRUM HUMBOLDTII FRANCEY;7300102;2001; ANDES NORORIENTALES
290;BRYOPSIDA;CATAGONIACEAE;IGUAQUE;PLANTAE;12;HYPNALES;BRYOPHYTA;CATAGONIACEAE;4907346;2002; ANDES NORORIENTALES
291;MAGNOLIOPSIDA;MELASTOMATACEAE;IGUAQUE;PLANTAE;4;MYRTALES;TRACHEOPHYTA;CASTRATELLA PILOSELLOIDES NAUDIN;3858405;2000; ANDES NORORIENTALES
292;BRYOPSIDA;HYPNACEAE;IGUAQUE;PLANTAE;6;HYPNALES;BRYOPHYTA;CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897;2682677;2001; ANDES NORORIENTALES
293;BRYOPSIDA;HYPNACEAE;IGUAQUE;PLANTAE;6;HYPNALES;BRYOPHYTA;CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897;2682677;2001; ANDES NORORIENTALES
294;BRYOPSIDA;HYPNACEAE;IGUAQUE;PLANTAE;12;HYPNALES;BRYOPHYTA;CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897;2682677;2002; ANDES NORORIENTALES
295;LILIOPSIDA;CYPERACEAE;IGUAQUE;PLANTAE;12;POALES;TRACHEOPHYTA;CAREX L.;2721893;2002; ANDES NORORIENTALES
296;LILIOPSIDA;CYPERACEAE;IGUAQUE;PLANTAE;12;POALES;TRACHEOPHYTA;CAREX L.;2721893;2002; ANDES NORORIENTALES
297;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
298;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;6;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2001; ANDES NORORIENTALES
299;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
300;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
301;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
302;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
303;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;7;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2001; ANDES NORORIENTALES
304;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
305;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
306;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2001; ANDES NORORIENTALES
307;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
308;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
309;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
310;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
311;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
312;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
313;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;12;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2002; ANDES NORORIENTALES
314;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;7;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2001; ANDES NORORIENTALES
315;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;7;DICRANALES;BRYOPHYTA;CAMPYLOPUS BRID.;2674696;2001; ANDES NORORIENTALES
316;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;6;DICRANALES;BRYOPHYTA;CAMPYLOPUS ARGYROCAULON BROTHERUS, 1901;5281892;2001; ANDES NORORIENTALES
317;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;6;DICRANALES;BRYOPHYTA;CAMPYLOPUS ARGYROCAULON BROTHERUS, 1901;5281892;2001; ANDES NORORIENTALES
318;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;6;DICRANALES;BRYOPHYTA;CAMPYLOPUS DENSICOMA PARIS, 1900;5281933;2001; ANDES NORORIENTALES
319;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;6;DICRANALES;BRYOPHYTA;CAMPYLOPUS FLEXUOSUS BRIDEL, 1819;5281845;2001; ANDES NORORIENTALES
320;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;6;DICRANALES;BRYOPHYTA;CAMPYLOPUS DENSICOMA PARIS, 1900;5281933;2001; ANDES NORORIENTALES
321;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;6;DICRANALES;BRYOPHYTA;CAMPYLOPUS JAMESONII JAEGER, 1872;5281874;2001; ANDES NORORIENTALES
322;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;6;DICRANALES;BRYOPHYTA;CAMPYLOPUS JAMESONII JAEGER, 1872;5281874;2001; ANDES NORORIENTALES
323;BRYOPSIDA;DICRANACEAE;IGUAQUE;PLANTAE;6;DICRANALES;BRYOPHYTA;CAMPYLOPUS JAMESONII JAEGER, 1872;5281874;2001; ANDES NORORIENTALES
324;BRYOPSIDA;CALYMPERACEAE;IGUAQUE;PLANTAE;12;POTTIALES;BRYOPHYTA;CALYMPERACEAE;4670;2002; ANDES NORORIENTALES
325;LILIOPSIDA;POACEAE;IGUAQUE;PLANTAE;4;POALES;TRACHEOPHYTA;CALAMAGROSTIS EFFUSA STEUD.;4108700;2000; ANDES NORORIENTALES
326;MAGNOLIOPSIDA;ASTERACEAE;IGUAQUE;PLANTAE;4;ASTERALES;TRACHEOPHYTA;CALEA PERUVIANA BENTH. EX S.F.BLAKE;3147557;2000; ANDES NORORIENTALES
327;BRYOPSIDA;BRYACEAE;IGUAQUE;PLANTAE;6;BRYALES;BRYOPHYTA;BRYUM ANDICOLA HOOK.;4280187;2001; ANDES NORORIENTALES
328;BRYOPSIDA;BRYACEAE;IGUAQUE;PLANTAE;11;BRYALES;BRYOPHYTA;BRYUM HEDW.;2676502;2002; ANDES NORORIENTALES
329;BRYOPSIDA;BRYACEAE;IGUAQUE;PLANTAE;12;BRYALES;BRYOPHYTA;BRYUM HEDW.;2676502;2002; ANDES NORORIENTALES
330;MAGNOLIOPSIDA;MELASTOMATACEAE;IGUAQUE;PLANTAE;6;MYRTALES;TRACHEOPHYTA;BUCQUETIA GLUTINOSA DC.;3861440;2001; ANDES NORORIENTALES
331;BRYOPSIDA;BARTRAMIACEAE;IGUAQUE;PLANTAE;12;BRYALES;BRYOPHYTA;BREUTELIA (BRUCH & SCHIMP.) SCHIMP.;2673139;2002; ANDES NORORIENTALES
332;BRYOPSIDA;BARTRAMIACEAE;IGUAQUE;PLANTAE;6;BRYALES;BRYOPHYTA;BREUTELIA SUBARCUATA W.P.SCHIMPER, 1872;2676382;2001; ANDES NORORIENTALES
333;BRYOPSIDA;BRYACEAE;IGUAQUE;PLANTAE;12;BRYALES;BRYOPHYTA;BRYACEAE;8736;2002; ANDES NORORIENTALES
334;BRYOPSIDA;BARTRAMIACEAE;IGUAQUE;PLANTAE;6;BRYALES;BRYOPHYTA;BREUTELIA SUBARCUATA W.P.SCHIMPER, 1872;2676382;2001; ANDES NORORIENTALES
335;MAGNOLIOPSIDA;BRUNELLIACEAE;IGUAQUE;PLANTAE;12;OXALIDALES;TRACHEOPHYTA;BRUNELLIA RUIZ & PAV.;2986074;2002; ANDES NORORIENTALES
336;BRYOPSIDA;BARTRAMIACEAE;IGUAQUE;PLANTAE;6;BRYALES;BRYOPHYTA;BREUTELIA SUBDISTICHA JAEGER, 1875;2676368;2001; ANDES NORORIENTALES
337;BRYOPSIDA;BARTRAMIACEAE;IGUAQUE;PLANTAE;6;BRYALES;BRYOPHYTA;BREUTELIA SUBDISTICHA JAEGER, 1875;2676368;2001; ANDES NORORIENTALES
338;JUNGERMANNIOPSIDA;LEJEUNEACEAE;IGUAQUE;PLANTAE;6;PORELLALES;MARCHANTIOPHYTA;BRACHIOLEJEUNEA LAXIFOLIA (TAYLOR) SCHIFFN.;5286332;2001; ANDES NORORIENTALES
339;BRYOPSIDA;BRACHYTHECIACEAE;IGUAQUE;PLANTAE;6;HYPNALES;BRYOPHYTA;BRACHYTHECIUM CONOSTOMUM JAEGER, 1878;2680030;2001; ANDES NORORIENTALES
340;POLYPODIOPSIDA;BLECHNACEAE;IGUAQUE;PLANTAE;1;POLYPODIALES;TRACHEOPHYTA;BLECHNUM FRAGILE (LIEBM.) C.V.MORTON & LELLINGER;2651526;2001; ANDES NORORIENTALES
341;POLYPODIOPSIDA;BLECHNACEAE;IGUAQUE;PLANTAE;1;POLYPODIALES;TRACHEOPHYTA;BLECHNUM FRAGILE (LIEBM.) C.V.MORTON & LELLINGER;2651526;2001; ANDES NORORIENTALES
342;POLYPODIOPSIDA;BLECHNACEAE;IGUAQUE;PLANTAE;6;POLYPODIALES;TRACHEOPHYTA;BLECHNUM CORDATUM (DESV.) HIERON.;4078566;2001; ANDES NORORIENTALES
343;MAGNOLIOPSIDA;BERBERIDACEAE;IGUAQUE;PLANTAE;12;RANUNCULALES;TRACHEOPHYTA;BERBERIS L.;3033893;2002; ANDES NORORIENTALES
344;MAGNOLIOPSIDA;BEGONIACEAE;IGUAQUE;PLANTAE;6;CUCURBITALES;TRACHEOPHYTA;BEGONIA FERRUGINEA L.F.;8387392;2001; ANDES NORORIENTALES
345;MAGNOLIOPSIDA;BEGONIACEAE;IGUAQUE;PLANTAE;6;CUCURBITALES;TRACHEOPHYTA;BEGONIA FERRUGINEA L.F.;8387392;2001; ANDES NORORIENTALES
346;MAGNOLIOPSIDA;BEGONIACEAE;IGUAQUE;PLANTAE;12;CUCURBITALES;TRACHEOPHYTA;BEGONIA FERRUGINEA L.F.;8387392;2002; ANDES NORORIENTALES
347;MAGNOLIOPSIDA;BEGONIACEAE;IGUAQUE;PLANTAE;12;CUCURBITALES;TRACHEOPHYTA;BEGONIA FERRUGINEA L.F.;8387392;2002; ANDES NORORIENTALES
348;MAGNOLIOPSIDA;BEGONIACEAE;IGUAQUE;PLANTAE;12;CUCURBITALES;TRACHEOPHYTA;BEGONIA L.;2874710;2002; ANDES NORORIENTALES
349;MAGNOLIOPSIDA;BEGONIACEAE;IGUAQUE;PLANTAE;12;CUCURBITALES;TRACHEOPHYTA;BEGONIA L.;2874710;2002; ANDES NORORIENTALES
350;JUNGERMANNIOPSIDA;LEPIDOZIACEAE;IGUAQUE;PLANTAE;6;JUNGERMANNIALES;MARCHANTIOPHYTA;BAZZANIA PALLIDEVIRENS (STEPH.) FULFORD;8358682;2001; ANDES NORORIENTALES
351;MAGNOLIOPSIDA;ASTERACEAE;IGUAQUE;PLANTAE;12;ASTERALES;TRACHEOPHYTA;BACCHARIS TRICUNEATA PERS.;3129202;2002; ANDES NORORIENTALES
352;MAGNOLIOPSIDA;APIACEAE;IGUAQUE;PLANTAE;6;APIALES;TRACHEOPHYTA;AZORELLA CUATRECASASII MATHIAS & CONSTANCE;3631836;2001; ANDES NORORIENTALES
353;MAGNOLIOPSIDA;ASTERACEAE;IGUAQUE;PLANTAE;6;ASTERALES;TRACHEOPHYTA;BACCHARIS PRUNIFOLIA KUNTH;3129163;2001; ANDES NORORIENTALES
354;POLYPODIOPSIDA;ASPLENIACEAE;IGUAQUE;PLANTAE;6;POLYPODIALES;TRACHEOPHYTA;ASPLENIUM FLABELLULATUM KUNZE;2650607;2001; ANDES NORORIENTALES
355;POLYPODIOPSIDA;ASPLENIACEAE;IGUAQUE;PLANTAE;6;POLYPODIALES;TRACHEOPHYTA;ASPLENIUM HARPEODES KUNZE;7310648;2001; ANDES NORORIENTALES
356;POLYPODIOPSIDA;ASPLENIACEAE;IGUAQUE;PLANTAE;6;POLYPODIALES;TRACHEOPHYTA;ASPLENIUM CASTANEUM SCHLTDL. & CHAM.;4257400;2001; ANDES NORORIENTALES
357;POLYPODIOPSIDA;ASPLENIACEAE;IGUAQUE;PLANTAE;6;POLYPODIALES;TRACHEOPHYTA;ASPLENIUM AURITUM SW.;2650593;2001; ANDES NORORIENTALES
358;POLYPODIOPSIDA;ASPLENIACEAE;IGUAQUE;PLANTAE;7;POLYPODIALES;TRACHEOPHYTA;ASPLENIUM SERRA LANGSD. & FISCH.;2650635;2002; ANDES NORORIENTALES
359;POLYPODIOPSIDA;ASPLENIACEAE;IGUAQUE;PLANTAE;6;POLYPODIALES;TRACHEOPHYTA;ASPLENIUM CUSPIDATUM LAM.;7310919;2001; ANDES NORORIENTALES
360;MAGNOLIOPSIDA;RUBIACEAE;IGUAQUE;PLANTAE;6;GENTIANALES;TRACHEOPHYTA;ARCYTOPHYLLUM MUTICUM STANDL.;2892794;2001; ANDES NORORIENTALES
361;MAGNOLIOPSIDA;RUBIACEAE;IGUAQUE;PLANTAE;12;GENTIANALES;TRACHEOPHYTA;ARCYTOPHYLLUM NITIDUM (KUNTH) SCHLTDL.;2892716;2002; ANDES NORORIENTALES
362;MAGNOLIOPSIDA;RUBIACEAE;IGUAQUE;PLANTAE;6;GENTIANALES;TRACHEOPHYTA;ARCYTOPHYLLUM NITIDUM (KUNTH) SCHLTDL.;2892716;2001; ANDES NORORIENTALES
363;JUNGERMANNIOPSIDA;LEJEUNEACEAE;IGUAQUE;PLANTAE;6;PORELLALES;MARCHANTIOPHYTA;APHANOLEJEUNEA GRACILIS JOVET-AST;8012005;2001; ANDES NORORIENTALES
364;LILIOPSIDA;ARACEAE;IGUAQUE;PLANTAE;5;ALISMATALES;TRACHEOPHYTA;ANTHURIUM OXYBELIUM SCHOTT;2872506;2003; ANDES NORORIENTALES
365;LILIOPSIDA;ARACEAE;IGUAQUE;PLANTAE;6;ALISMATALES;TRACHEOPHYTA;ANTHURIUM MICROSPADIX SCHOTT;2872761;2001; ANDES NORORIENTALES
366;LILIOPSIDA;ARACEAE;IGUAQUE;PLANTAE;12;ALISMATALES;TRACHEOPHYTA;ANTHURIUM SCHOTT;2872218;2002; ANDES NORORIENTALES
367;LILIOPSIDA;POACEAE;IGUAQUE;PLANTAE;4;POALES;TRACHEOPHYTA;ANTHOXANTHUM ODORATUM L.;2705975;2000; ANDES NORORIENTALES
368;JUNGERMANNIOPSIDA;LEJEUNEACEAE;IGUAQUE;PLANTAE;6;PORELLALES;MARCHANTIOPHYTA;ANOPLOLEJEUNEA CONFERTA (C.F.W.MEISSN. EX SPRENG.) A.EVANS;2688860;2001; ANDES NORORIENTALES
369;JUNGERMANNIOPSIDA;LEJEUNEACEAE;IGUAQUE;PLANTAE;6;PORELLALES;MARCHANTIOPHYTA;ANOPLOLEJEUNEA CONFERTA (C.F.W.MEISSN. EX SPRENG.) A.EVANS;2688860;2001; ANDES NORORIENTALES
370;JUNGERMANNIOPSIDA;ANEURACEAE;IGUAQUE;PLANTAE;12;METZGERIALES;MARCHANTIOPHYTA;ANEURACEAE;6125;2002; ANDES NORORIENTALES
371;JUNGERMANNIOPSIDA;ANEURACEAE;IGUAQUE;PLANTAE;12;METZGERIALES;MARCHANTIOPHYTA;ANEURACEAE;6125;2002; ANDES NORORIENTALES
372;BRYOPSIDA;AMBLYSTEGIACEAE;IGUAQUE;PLANTAE;6;HYPNALES;BRYOPHYTA;AMBLYSTEGIACEAE;4650;2001; ANDES NORORIENTALES
373;ANDREAEOPSIDA;ANDREAEACEAE;IGUAQUE;PLANTAE;12;ANDREAEALES;BRYOPHYTA;ANDREAEA HEDW.;2673379;2002; ANDES NORORIENTALES
374;MAGNOLIOPSIDA;ASTERACEAE;IGUAQUE;PLANTAE;10;ASTERALES;TRACHEOPHYTA;AGERATINA GYNOXOIDES (WEDD.) R.M.KING & H.ROB.;5400729;1998; ANDES NORORIENTALES
375;MAGNOLIOPSIDA;ASTERACEAE;IGUAQUE;PLANTAE;12;ASTERALES;TRACHEOPHYTA;AGERATINA SPACH;7362949;2002; ANDES NORORIENTALES
376;MAGNOLIOPSIDA;ASTERACEAE;IGUAQUE;PLANTAE;6;ASTERALES;TRACHEOPHYTA;ALLOISPERMUM STEYERMARKII H.ROB.;3101273;2001; ANDES NORORIENTALES
377;BRYOPSIDA;HOOKERIACEAE;IGUAQUE;PLANTAE;6;HOOKERIALES;BRYOPHYTA;ADELOTHECIUM BOGOTENSE MITTEN, 1869;2669647;2001; ANDES NORORIENTALES
378;BRYOPSIDA;HOOKERIACEAE;IGUAQUE;PLANTAE;6;HOOKERIALES;BRYOPHYTA;ADELOTHECIUM BOGOTENSE MITTEN, 1869;2669647;2001; ANDES NORORIENTALES
379;MAGNOLIOPSIDA;ASTERACEAE;IGUAQUE;PLANTAE;9;ASTERALES;TRACHEOPHYTA;ACHYROCLINE SATUREIOIDES (LAM.) DC.;3139534;2003; ANDES NORORIENTALES
380;MAGNOLIOPSIDA;SALICACEAE;IGUAQUE;PLANTAE;12;MALPIGHIALES;TRACHEOPHYTA;ABATIA PARVIFLORA RUIZ & PAV.;3878235;2002; ANDES NORORIENTALES
381;MAGNOLIOPSIDA;BEGONIACEAE;IGUAQUE;PLANTAE;5;CUCURBITALES;TRACHEOPHYTA;BEGONIA FERRUGINEA L.F.;8387392;2003; ANDES NORORIENTALES
382;MAGNOLIOPSIDA;LOASACEAE;IGUAQUE;PLANTAE;12;CORNALES;TRACHEOPHYTA;LOASACEAE;2379;2002; ANDES NORORIENTALES
383;MAGNOLIOPSIDA;PENTAPHYLACACEAE;IGUAQUE;PLANTAE;12;ERICALES;TRACHEOPHYTA;TERNSTROEMIA MERIDIONALIS MUTIS EX L.FIL.;7606963;2002; ANDES NORORIENTALES
384;MAGNOLIOPSIDA;CUNONIACEAE;SUMAPAZ;PLANTAE;1;OXALIDALES;TRACHEOPHYTA;WEINMANNIA L.;3032536;2002;  ORINOQUIA
385;BRYOPSIDA;THUIDIACEAE;SUMAPAZ;PLANTAE;2;HYPNALES;BRYOPHYTA;THUIDIUM PERUVIANUM MITTEN, 1869;2679471;1998;  ORINOQUIA
386;BRYOPSIDA;THUIDIACEAE;SUMAPAZ;PLANTAE;7;HYPNALES;BRYOPHYTA;THUIDIUM PERUVIANUM MITTEN, 1869;2679471;1998;  ORINOQUIA
387;MAGNOLIOPSIDA;ASTERACEAE;SUMAPAZ;PLANTAE;7;ASTERALES;TRACHEOPHYTA;SENECIO L.;3106738;1998;  ORINOQUIA
388;LILIOPSIDA;CYPERACEAE;SUMAPAZ;PLANTAE;1;POALES;TRACHEOPHYTA;RHYNCHOSPORA VAHL;2701052;2002;  ORINOQUIA
389;LILIOPSIDA;BROMELIACEAE;SUMAPAZ;PLANTAE;1;POALES;TRACHEOPHYTA;PUYA SANTOSII CUATREC.;2696323;2002;  ORINOQUIA
390;LILIOPSIDA;BROMELIACEAE;SUMAPAZ;PLANTAE;1;POALES;TRACHEOPHYTA;PUYA SANTOSII CUATREC.;2696323;2002;  ORINOQUIA
391;LILIOPSIDA;BROMELIACEAE;SUMAPAZ;PLANTAE;1;POALES;TRACHEOPHYTA;PUYA SANTOSII CUATREC.;2696323;2002;  ORINOQUIA
392;BRYOPSIDA;HYLOCOMIACEAE;SUMAPAZ;PLANTAE;2;HYPNALES;BRYOPHYTA;PLEUROZIUM MITT.;2679714;1998;  ORINOQUIA
393;JUNGERMANNIOPSIDA;PLAGIOCHILACEAE;SUMAPAZ;PLANTAE;2;JUNGERMANNIALES;MARCHANTIOPHYTA;PLAGIOCHILACEAE;2278;1998;  ORINOQUIA
394;MAGNOLIOPSIDA;ASTERACEAE;SUMAPAZ;PLANTAE;1;ASTERALES;TRACHEOPHYTA;PENTACALIA VACCINIOIDES (KUNTH) CUATREC.;3111216;2002;  ORINOQUIA
395;MAGNOLIOPSIDA;ARALIACEAE;SUMAPAZ;PLANTAE;1;APIALES;TRACHEOPHYTA;OREOPANAX DECNE. & PLANCH.;3036520;2002;  ORINOQUIA
396;MAGNOLIOPSIDA;HALORAGACEAE;SUMAPAZ;PLANTAE;1;SAXIFRAGALES;TRACHEOPHYTA;MYRIOPHYLLUM QUITENSE KUNTH;5361788;2002;  ORINOQUIA
397;JUNGERMANNIOPSIDA;METZGERIACEAE;SUMAPAZ;PLANTAE;2;METZGERIALES;MARCHANTIOPHYTA;METZGERIACEAE;2274;1998;  ORINOQUIA
398;MAGNOLIOPSIDA;SAPINDACEAE;SUMAPAZ;PLANTAE;11;SAPINDALES;TRACHEOPHYTA;MELICOCCUS BIJUGATUS JACQ.;3189990;1998;  ORINOQUIA
399;MAGNOLIOPSIDA;CONVOLVULACEAE;SUMAPAZ;PLANTAE;7;SOLANALES;TRACHEOPHYTA;MERREMIA DISSECTA (JACQ.) HALL.FIL.;3679601;1999;  ORINOQUIA
400;MAGNOLIOPSIDA;APOCYNACEAE;SUMAPAZ;PLANTAE;11;GENTIANALES;TRACHEOPHYTA;MARSDENIA CUNDURANGO RCHB.F.;7151018;1998;  ORINOQUIA
