;class;family;key;kingdom;month;order;phylum;scientificname;taxonkey;year;direccion_territorial
783;MAGNOLIOPSIDA;MALVACEAE;COCUY;PLANTAE;10;MALVALES;TRACHEOPHYTA;ACAULIMALVA PURDIAEI (A.GRAY) KRAPOV.;7519667;1996; ANDES NORORIENTALES
784;LILIOPSIDA;CYPERACEAE;CHINGAZA;PLANTAE;11;POALES;TRACHEOPHYTA;RHYNCHOSPORA RUIZIANA BOECKELER;2721007;1998;  ORINOQUIA
785;BRYOPSIDA;HYLOCOMIACEAE;CHINGAZA;PLANTAE;12;HYPNALES;BRYOPHYTA;PLEUROZIUM SCHREBERI MITTEN, 1869;2679715;1999;  ORINOQUIA
786;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;11;ASTERALES;TRACHEOPHYTA;PLAGIOCHEILUS SOLIVAEFORMIS DC.;3088181;1998;  ORINOQUIA
787;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;11;ASTERALES;TRACHEOPHYTA;PLAGIOCHEILUS SOLIVAEFORMIS DC.;3088181;1998;  ORINOQUIA
788;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;1;ASTERALES;TRACHEOPHYTA;PENTACALIA ABIETINA (WILLD. EX WEDD.) CUATREC.;3111523;1999;  ORINOQUIA
789;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;PENTACALIA GUADALUPE (CUATREC.) CUATREC.;3111552;2000;  ORINOQUIA
790;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;1;ASTERALES;TRACHEOPHYTA;PENTACALIA NITIDA (KUNTH) CUATREC.;3111425;1999;  ORINOQUIA
791;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;3;ASTERALES;TRACHEOPHYTA;PENTACALIA TOLIMENSIS (SCH.BIP. EX WEDD.) CUATREC.;3111549;2001;  ORINOQUIA
792;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;1;ASTERALES;TRACHEOPHYTA;PENTACALIA VACCINIOIDES (KUNTH) CUATREC.;3111216;1999;  ORINOQUIA
793;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;12;ASTERALES;TRACHEOPHYTA;PENTACALIA VACCINIOIDES (KUNTH) CUATREC.;3111216;1999;  ORINOQUIA
794;LILIOPSIDA;CYPERACEAE;CHINGAZA;PLANTAE;1;POALES;TRACHEOPHYTA;OREOBOLUS OBTUSANGULUS GAUDICH.;2711900;1999;  ORINOQUIA
795;LILIOPSIDA;CYPERACEAE;CHINGAZA;PLANTAE;12;POALES;TRACHEOPHYTA;OREOBOLUS CLEEFII L.E.MORA;8174335;1999;  ORINOQUIA
796;MAGNOLIOPSIDA;APIACEAE;CHINGAZA;PLANTAE;11;APIALES;TRACHEOPHYTA;OREOMYRRHIS ANDICOLA (LAG. EX DC.) HOOK.FIL.;6027140;1998;  ORINOQUIA
797;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;12;ASTERALES;TRACHEOPHYTA;ORITROPHIUM PERUVIANUM (LAM.) CUATREC.;3096721;1999;  ORINOQUIA
798;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;ORITROPHIUM PERUVIANUM SUBSP. LINEATUM (CUATREC.) CUATREC.;4253961;1999;  ORINOQUIA
799;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;ORITROPHIUM PERUVIANUM (LAM.) CUATREC.;3096721;2000;  ORINOQUIA
800;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;NOTICASTRUM MARGINATUM (KUNTH) CUATREC.;3110254;1999;  ORINOQUIA
801;MAGNOLIOPSIDA;APIACEAE;CHINGAZA;PLANTAE;1;APIALES;TRACHEOPHYTA;NIPHOGETON TERNATA (WILLD. EX SCHULT.) MATHIAS & CONSTANCE;6027394;1999;  ORINOQUIA
802;MAMMALIA;PROCYONIDAE;CHINGAZA;ANIMALIA;3;CARNIVORA;CHORDATA;NASUELLA OLIVACEA (GRAY, 1865);2433588;2003;  ORINOQUIA
803;MAGNOLIOPSIDA;PRIMULACEAE;CHINGAZA;PLANTAE;9;ERICALES;TRACHEOPHYTA;MYRSINE L.;3169412;2000;  ORINOQUIA
804;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;11;POALES;TRACHEOPHYTA;MUHLENBERGIA CLEEFII LAEGAARD;7561049;1998;  ORINOQUIA
805;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;3;ASTERALES;TRACHEOPHYTA;MUTISIA CLEMATIS L.F.;3144168;2001;  ORINOQUIA
806;MAGNOLIOPSIDA;MELASTOMATACEAE;CHINGAZA;PLANTAE;3;MYRTALES;TRACHEOPHYTA;MICONIA RUIZ & PAV.;3188558;2001;  ORINOQUIA
807;MAMMALIA;CERVIDAE;CHINGAZA;ANIMALIA;9;ARTIODACTYLA;CHORDATA;MAZAMA AMERICANA (ERXLEBEN, 1777);5220123;1998;  ORINOQUIA
808;LYCOPODIOPSIDA;LYCOPODIACEAE;CHINGAZA;PLANTAE;6;LYCOPODIALES;TRACHEOPHYTA;LYCOPODIUM CLAVATUM SUBSP. CONTIGUUM (KLOTZSCH) B.A˜LLG.;3992193;2000;  ORINOQUIA
809;MAGNOLIOPSIDA;CAMPANULACEAE;CHINGAZA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;LYSIPOMIA MUSCOIDES HOOK.F.;3166072;2000;  ORINOQUIA
810;MAGNOLIOPSIDA;FABACEAE;CHINGAZA;PLANTAE;9;FABALES;TRACHEOPHYTA;LUPINUS AMANDUS C.P.SM.;2964076;2000;  ORINOQUIA
811;MAGNOLIOPSIDA;FABACEAE;CHINGAZA;PLANTAE;3;FABALES;TRACHEOPHYTA;LUPINUS BOGOTENSIS BENTH.;2964150;2000;  ORINOQUIA
812;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;9;ASTERALES;TRACHEOPHYTA;LAESTADIA MUSCICOLA WEDD.;5939812;2000;  ORINOQUIA
813;LYCOPODIOPSIDA;ISOETACEAE;CHINGAZA;PLANTAE;7;ISOETALES;TRACHEOPHYTA;ISOETES TRIQUETRA A.BR.;3584965;2000;  ORINOQUIA
814;LYCOPODIOPSIDA;ISOETACEAE;CHINGAZA;PLANTAE;7;ISOETALES;TRACHEOPHYTA;ISOETACEAE;3074;2000;  ORINOQUIA
815;LILIOPSIDA;CYPERACEAE;CHINGAZA;PLANTAE;7;POALES;TRACHEOPHYTA;CYPERACEAE;7708;1999;  ORINOQUIA
816;LILIOPSIDA;CYPERACEAE;CHINGAZA;PLANTAE;4;POALES;TRACHEOPHYTA;CYPERACEAE;7708;1999;  ORINOQUIA
817;BRYOPSIDA;HYPNACEAE;CHINGAZA;PLANTAE;12;HYPNALES;BRYOPHYTA;HYPNUM AMABILE HAMPE, 1869;2682016;1999;  ORINOQUIA
818;BRYOPSIDA;HYPNACEAE;CHINGAZA;PLANTAE;12;HYPNALES;BRYOPHYTA;HYPNUM AMABILE HAMPE, 1869;2682016;1999;  ORINOQUIA
819;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;11;ASTERALES;TRACHEOPHYTA;HYPOCHAERIS SESSILIFLORA KUNTH;3093832;1998;  ORINOQUIA
820;LYCOPODIOPSIDA;LYCOPODIACEAE;CHINGAZA;PLANTAE;6;LYCOPODIALES;TRACHEOPHYTA;HUPERZIA CRUENTA (SPRING) ROTHM.;3991369;2000;  ORINOQUIA
821;LYCOPODIOPSIDA;LYCOPODIACEAE;CHINGAZA;PLANTAE;3;LYCOPODIALES;TRACHEOPHYTA;HUPERZIA BERNH.;2688450;2003;  ORINOQUIA
822;LYCOPODIOPSIDA;LYCOPODIACEAE;CHINGAZA;PLANTAE;12;LYCOPODIALES;TRACHEOPHYTA;HUPERZIA TETRAGONA (HOOK. & GREV.) TREVIS.;8309852;1999;  ORINOQUIA
823;LYCOPODIOPSIDA;LYCOPODIACEAE;CHINGAZA;PLANTAE;12;LYCOPODIALES;TRACHEOPHYTA;HUPERZIA BERNH.;2688450;1999;  ORINOQUIA
824;MAGNOLIOPSIDA;GENTIANACEAE;CHINGAZA;PLANTAE;12;GENTIANALES;TRACHEOPHYTA;HALENIA ASCLEPIADEA G.DON;5596294;1999;  ORINOQUIA
825;MAGNOLIOPSIDA;GENTIANACEAE;CHINGAZA;PLANTAE;11;GENTIANALES;TRACHEOPHYTA;HALENIA BORKH.;3169876;1998;  ORINOQUIA
826;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;11;ASTERALES;TRACHEOPHYTA;GNAPHALIUM ANTENNARIOIDES DC.;7838634;1998;  ORINOQUIA
827;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;7;ASTERALES;TRACHEOPHYTA;GNAPHALIUM ANTENNARIOIDES DC.;7838634;1999;  ORINOQUIA
828;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;11;ASTERALES;TRACHEOPHYTA;GAMOCHAETA AMERICANA (MILL.) WEDD.;3103158;1998;  ORINOQUIA
829;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;11;ASTERALES;TRACHEOPHYTA;GAMOCHAETA AMERICANA (MILL.) WEDD.;3103158;1998;  ORINOQUIA
830;MAGNOLIOPSIDA;GENTIANACEAE;CHINGAZA;PLANTAE;11;GENTIANALES;TRACHEOPHYTA;GENTIANELLA CORYMBOSA (KUNTH) WEAVER & RUDENBERG;3843335;1998;  ORINOQUIA
831;MAGNOLIOPSIDA;GENTIANACEAE;CHINGAZA;PLANTAE;11;GENTIANALES;TRACHEOPHYTA;GENTIANELLA CORYMBOSA (KUNTH) WEAVER & RUDENBERG;3843335;1998;  ORINOQUIA
832;MAGNOLIOPSIDA;RUBIACEAE;CHINGAZA;PLANTAE;11;GENTIANALES;TRACHEOPHYTA;GALIUM ASCENDENS WILLD. EX SPRENG.;2915066;1998;  ORINOQUIA
833;MAGNOLIOPSIDA;RUBIACEAE;CHINGAZA;PLANTAE;3;GENTIANALES;TRACHEOPHYTA;GALIUM ASCENDENS WILLD. EX SPRENG.;2915066;2001;  ORINOQUIA
834;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;4;POALES;TRACHEOPHYTA;FESTUCA L.;2704913;1999;  ORINOQUIA
835;AMPHIBIA;STRABOMANTIDAE;CHINGAZA;ANIMALIA;2;ANURA;CHORDATA;ELEUTHERODACTYLUS NERVICUS LYNCH, 1994;2425393;1998;  ORINOQUIA
836;LILIOPSIDA;CYPERACEAE;CHINGAZA;PLANTAE;11;POALES;TRACHEOPHYTA;ELEOCHARIS ACICULARIS (L.) ROEM. & SCHULT.;2717570;1998;  ORINOQUIA
837;LILIOPSIDA;CYPERACEAE;CHINGAZA;PLANTAE;11;POALES;TRACHEOPHYTA;ELEOCHARIS ACICULARIS (L.) ROEM. & SCHULT.;2717570;1998;  ORINOQUIA
838;LILIOPSIDA;CYPERACEAE;CHINGAZA;PLANTAE;4;POALES;TRACHEOPHYTA;ELEOCHARIS ACICULARIS (L.) ROEM. & SCHULT.;2717570;1999;  ORINOQUIA
839;LILIOPSIDA;CYPERACEAE;CHINGAZA;PLANTAE;4;POALES;TRACHEOPHYTA;ELEOCHARIS ACICULARIS (L.) ROEM. & SCHULT.;2717570;1999;  ORINOQUIA
840;LILIOPSIDA;CYPERACEAE;CHINGAZA;PLANTAE;4;POALES;TRACHEOPHYTA;ELEOCHARIS STENOCARPA SVENSON;2717165;1999;  ORINOQUIA
841;AMPHIBIA;STRABOMANTIDAE;CHINGAZA;ANIMALIA;2;ANURA;CHORDATA;ELEUTHERODACTYLUS BOGOTENSIS (PETERS, 1863);2425021;1998;  ORINOQUIA
842;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;8;ASTERALES;TRACHEOPHYTA;DIPLOSTEPHIUM PHYLICOIDES WEDD.;3090681;2000;  ORINOQUIA
843;LILIOPSIDA;DIOSCOREACEAE;CHINGAZA;PLANTAE;6;DIOSCOREALES;TRACHEOPHYTA;DIOSCOREA CORIACEA HUMB. & BONPL. EX WILLD.;2754450;2000;  ORINOQUIA
844;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;3;ASTERALES;TRACHEOPHYTA;DIPLOSTEPHIUM OCHRACEUM NEES;3090668;2001;  ORINOQUIA
845;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;3;ASTERALES;TRACHEOPHYTA;DIPLOSTEPHIUM OCHRACEUM NEES;3090668;2001;  ORINOQUIA
846;LILIOPSIDA;CYPERACEAE;CHINGAZA;PLANTAE;9;POALES;TRACHEOPHYTA;CYPERUS L.;2713455;2000;  ORINOQUIA
847;MAGNOLIOPSIDA;PRIMULACEAE;CHINGAZA;PLANTAE;3;ERICALES;TRACHEOPHYTA;CYBIANTHUS MART.;3169407;2001;  ORINOQUIA
848;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;9;POALES;TRACHEOPHYTA;CORTADERIA COLUMBIANA PILG.;4153239;2000;  ORINOQUIA
849;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;11;ASTERALES;TRACHEOPHYTA;COTULA MEXICANA (DC.) CABRERA;3112131;1998;  ORINOQUIA
850;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;4;POALES;TRACHEOPHYTA;CHUSQUEA TESSELLATA MUNRO;4128117;1999;  ORINOQUIA
851;MAGNOLIOPSIDA;CAMPANULACEAE;CHINGAZA;PLANTAE;3;ASTERALES;TRACHEOPHYTA;CENTROPOGON FERRUGINEUS GLEASON;5412772;2001;  ORINOQUIA
852;JUNGERMANNIOPSIDA;CEPHALOZIACEAE;CHINGAZA;PLANTAE;2;JUNGERMANNIALES;MARCHANTIOPHYTA;CEPHALOZIACEAE;2288;2010;  ORINOQUIA
853;MAMMALIA;CANIDAE;CHINGAZA;ANIMALIA;3;CARNIVORA;CHORDATA;CERDOCYON THOUS (LINNAEUS, 1766);2434584;2003;  ORINOQUIA
854;MAGNOLIOPSIDA;MELASTOMATACEAE;CHINGAZA;PLANTAE;1;MYRTALES;TRACHEOPHYTA;CASTRATELLA PILOSELLOIDES NAUDIN;3858405;1999;  ORINOQUIA
855;LILIOPSIDA;CYPERACEAE;CHINGAZA;PLANTAE;1;POALES;TRACHEOPHYTA;CAREX BONPLANDII KUNTH;2726565;1999;  ORINOQUIA
856;LILIOPSIDA;CYPERACEAE;CHINGAZA;PLANTAE;12;POALES;TRACHEOPHYTA;CAREX PICHINCHENSIS KUNTH;2727422;1998;  ORINOQUIA
857;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;12;POALES;TRACHEOPHYTA;CALAMAGROSTIS EFFUSA STEUD.;4108700;1999;  ORINOQUIA
858;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;4;POALES;TRACHEOPHYTA;CALAMAGROSTIS EFFUSA STEUD.;4108700;1999;  ORINOQUIA
859;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;11;POALES;TRACHEOPHYTA;CALAMAGROSTIS PLANIFOLIA TRIN. EX STEUD.;4122852;1998;  ORINOQUIA
860;BRYOPSIDA;BARTRAMIACEAE;CHINGAZA;PLANTAE;12;BRYALES;BRYOPHYTA;BREUTELIA POLYGASTRICA BROTHERUS, 1904;2676352;1999;  ORINOQUIA
861;BRYOPSIDA;BARTRAMIACEAE;CHINGAZA;PLANTAE;12;BRYALES;BRYOPHYTA;BREUTELIA TRIANAE JAEGER, 1875;2676358;1999;  ORINOQUIA
862;BRYOPSIDA;BARTRAMIACEAE;CHINGAZA;PLANTAE;12;BRYALES;BRYOPHYTA;BREUTELIA AUSTRO-ARCUATA PARIS, 1894;2676383;1999;  ORINOQUIA
863;MAGNOLIOPSIDA;MELASTOMATACEAE;CHINGAZA;PLANTAE;3;MYRTALES;TRACHEOPHYTA;BRACHYOTUM STRIGOSUM TRIANA;3861975;2001;  ORINOQUIA
864;POLYPODIOPSIDA;BLECHNACEAE;CHINGAZA;PLANTAE;9;POLYPODIALES;TRACHEOPHYTA;BLECHNUM LOXENSE (KUNTH) HIERON.;7296921;2004;  ORINOQUIA
865;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;11;ASTERALES;TRACHEOPHYTA;BIDENS TRIPLINERVIA KUNTH;5391928;1998;  ORINOQUIA
866;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;1;ASTERALES;TRACHEOPHYTA;BACCHARIS TRICUNEATA PERS.;3129202;1999;  ORINOQUIA
867;MAGNOLIOPSIDA;APIACEAE;CHINGAZA;PLANTAE;8;APIALES;TRACHEOPHYTA;AZORELLA CUATRECASASII MATHIAS & CONSTANCE;3631836;2000;  ORINOQUIA
868;POLYPODIOPSIDA;ASPLENIACEAE;CHINGAZA;PLANTAE;12;POLYPODIALES;TRACHEOPHYTA;ASPLENIUM MONANTHES L.;2650637;1999;  ORINOQUIA
869;POLYPODIOPSIDA;ASPLENIACEAE;CHINGAZA;PLANTAE;9;POLYPODIALES;TRACHEOPHYTA;ASPLENIUM SERRA LANGSD. & FISCH.;2650635;2004;  ORINOQUIA
870;POLYPODIOPSIDA;ASPLENIACEAE;CHINGAZA;PLANTAE;1;POLYPODIALES;TRACHEOPHYTA;ASPLENIUM CASTANEUM SCHLTDL. & CHAM.;4257400;2000;  ORINOQUIA
871;MAGNOLIOPSIDA;RUBIACEAE;CHINGAZA;PLANTAE;11;GENTIANALES;TRACHEOPHYTA;ARCYTOPHYLLUM MUTICUM STANDL.;2892794;1998;  ORINOQUIA
872;LILIOPSIDA;ARACEAE;CHINGAZA;PLANTAE;3;ALISMATALES;TRACHEOPHYTA;ANTHURIUM OXYBELIUM SCHOTT;2872506;2003;  ORINOQUIA
873;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;4;POALES;TRACHEOPHYTA;ANTHOXANTHUM ODORATUM L.;2705975;1999;  ORINOQUIA
874;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;12;POALES;TRACHEOPHYTA;AGROSTIS PERENNANS TUCKERM.;2706477;1998;  ORINOQUIA
875;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;11;POALES;TRACHEOPHYTA;AGROSTIS PERENNANS TUCKERM.;2706477;1998;  ORINOQUIA
876;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;11;POALES;TRACHEOPHYTA;AGROSTIS BREVICULMIS HITCHC.;2706517;1998;  ORINOQUIA
877;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;4;POALES;TRACHEOPHYTA;AGROSTIS L.;2706434;1999;  ORINOQUIA
878;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;12;POALES;TRACHEOPHYTA;AGROSTIS L.;2706434;1999;  ORINOQUIA
879;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;4;POALES;TRACHEOPHYTA;AGROSTIS TOLUCENSIS KUNTH;4115072;1999;  ORINOQUIA
880;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;11;POALES;TRACHEOPHYTA;AGROSTIS L.;2706434;1998;  ORINOQUIA
881;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;3;ASTERALES;TRACHEOPHYTA;AGERATINA GRACILIS (KUNTH) R.M.KING & H.ROB.;5400407;2000;  ORINOQUIA
882;LILIOPSIDA;POACEAE;CHINGAZA;PLANTAE;11;POALES;TRACHEOPHYTA;AGROSTIS L.;2706434;1998;  ORINOQUIA
883;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;3;ASTERALES;TRACHEOPHYTA;AGERATINA GYNOXOIDES (WEDD.) R.M.KING & H.ROB.;5400729;2001;  ORINOQUIA
884;MAGNOLIOPSIDA;ASTERACEAE;CHINGAZA;PLANTAE;3;ASTERALES;TRACHEOPHYTA;AGERATINA VACCINIAEFOLIA (BENTH.) R.M.KING & H.ROB.;5400656;2001;  ORINOQUIA
885;AVES;PHAETHONTIDAE;TAYRONA;ANIMALIA;3;PHAETHONTIFORMES;CHORDATA;PHAETHON AETHEREUS MESONAUTA J.L.PETERS, 1930;6178269;1999; CARIBE
886;MAMMALIA;PHYLLOSTOMIDAE;TAYRONA;ANIMALIA;9;CHIROPTERA;CHORDATA;LEPTONYCTERIS CURASOAE MILLER, 1900;2433316;2003; CARIBE
887;MAGNOLIOPSIDA;ASTERACEAE;GUANENTA FONCE;PLANTAE;10;ASTERALES;TRACHEOPHYTA;PARAGYNOXYS URIBEI CUATREC.;3143095;1998; ANDES NORORIENTALES
888;MAGNOLIOPSIDA;ASTERACEAE;GUANENTA FONCE;PLANTAE;12;ASTERALES;TRACHEOPHYTA;PARAGYNOXYS URIBEI CUATREC.;3143095;1998; ANDES NORORIENTALES
889;MAGNOLIOPSIDA;RUBIACEAE;GUANENTA FONCE;PLANTAE;11;GENTIANALES;TRACHEOPHYTA;PALICOUREA AUBL.;2898662;1997; ANDES NORORIENTALES
890;MAGNOLIOPSIDA;MELASTOMATACEAE;GUANENTA FONCE;PLANTAE;12;MYRTALES;TRACHEOPHYTA;MICONIA THEAEZANS COGN.;3188576;1998; ANDES NORORIENTALES
891;MAGNOLIOPSIDA;MELASTOMATACEAE;GUANENTA FONCE;PLANTAE;11;MYRTALES;TRACHEOPHYTA;MICONIA DOLICHOPODA NAUDIN;3867398;1997; ANDES NORORIENTALES
892;MAGNOLIOPSIDA;MELASTOMATACEAE;GUANENTA FONCE;PLANTAE;11;MYRTALES;TRACHEOPHYTA;MICONIA DOLICHOPODA NAUDIN;3867398;1997; ANDES NORORIENTALES
893;MAGNOLIOPSIDA;MELASTOMATACEAE;GUANENTA FONCE;PLANTAE;11;MYRTALES;TRACHEOPHYTA;MICONIA FLORIBUNDA DC.;3866078;1997; ANDES NORORIENTALES
894;MAGNOLIOPSIDA;MELASTOMATACEAE;GUANENTA FONCE;PLANTAE;11;MYRTALES;TRACHEOPHYTA;MICONIA PRASINA (SW.) DC.;3188562;1997; ANDES NORORIENTALES
895;MAGNOLIOPSIDA;MELASTOMATACEAE;GUANENTA FONCE;PLANTAE;11;MYRTALES;TRACHEOPHYTA;MICONIA PRASINA (SW.) DC.;3188562;1997; ANDES NORORIENTALES
896;AVES;TURDIDAE;OTUN QUIMBAYA;ANIMALIA;8;PASSERIFORMES;CHORDATA;MYADESTES RALLOIDES PLUMBEICEPS HELLMAYR, 1921;6086489;2002; ANDES OCCIDENTALES
897;MAGNOLIOPSIDA;MELASTOMATACEAE;LOS NEVADOS;PLANTAE;2;MYRTALES;TRACHEOPHYTA;MICONIA CHLOROCARPA COGN.;3870247;1997; ANDES OCCIDENTALES
898;POLYPODIOPSIDA;LOMARIOPSIDACEAE;UTRIA;PLANTAE;6;POLYPODIALES;TRACHEOPHYTA;LOMARIOPSIDACEAE;3229422;1999; PACIFICO
899;POLYPODIOPSIDA;DRYOPTERIDACEAE;UTRIA;PLANTAE;6;POLYPODIALES;TRACHEOPHYTA;ELAPHOGLOSSUM HERMINIERI (BORY & FA©E) T.MOORE;8593158;1999; PACIFICO
