,class,family,key,kingdom,locality,month,order,phylum,scientificname,taxonkey,year,direccion_territorial,total_1995,total_1996,total_1997,total_1998,total_1999,total_2000,total_2001,total_2002,total_2003,total_2004,total_2005,total_2006,total_2007,total_2008,total_2009,total_2010,total_2011,total_2012,total_2013,total_2014
770,LILIOPSIDA,POACEAE,COCUY,PLANTAE,COCUY,2.0,POALES,TRACHEOPHYTA,JARAVA ICHU RUIZ & PAV.,5678417,2004.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
771,LYCOPODIOPSIDA,LYCOPODIACEAE,COCUY,PLANTAE,COCUY,10.0,LYCOPODIALES,TRACHEOPHYTA,HUPERZIA HIPPURIDEA (H.CHRIST) HOLUB,2688547,1996.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
772,MAGNOLIOPSIDA,GENTIANACEAE,COCUY,PLANTAE,COCUY,10.0,GENTIANALES,TRACHEOPHYTA,HALENIA BORKH.,3169876,1996.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
773,LILIOPSIDA,POACEAE,COCUY,PLANTAE,COCUY,2.0,POALES,TRACHEOPHYTA,FESTUCA CLEEFIANA E.B.ALEXEEV,4126308,2004.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
774,MAGNOLIOPSIDA,ASTERACEAE,COCUY,PLANTAE,COCUY,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIA JIMENEZ-QUESADAE CUATREC.,3139340,1997.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
775,MAGNOLIOPSIDA,ASTERACEAE,COCUY,PLANTAE,COCUY,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIA LOPEZII CUATREC.,3105109,1997.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
776,MAGNOLIOPSIDA,ASTERACEAE,COCUY,PLANTAE,COCUY,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIA MUISKA CUATREC.,3139317,1997.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
777,MAGNOLIOPSIDA,ASTERACEAE,COCUY,PLANTAE,COCUY,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIA LOPEZII CUATREC.,3105109,1997.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
778,MAGNOLIOPSIDA,ASTERACEAE,COCUY,PLANTAE,COCUY,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIOPSIS COLOMBIANA (CUATREC.) CUATREC.,3139302,1997.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
779,MAGNOLIOPSIDA,ASTERACEAE,COCUY,PLANTAE,COCUY,7.0,ASTERALES,TRACHEOPHYTA,ESPELETIOPSIS COLOMBIANA (CUATREC.) CUATREC.,3139302,1997.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
780,MAGNOLIOPSIDA,EHRETIACEAE,COCUY,PLANTAE,COCUY,10.0,BORAGINALES,TRACHEOPHYTA,CORDIA L.,2900865,1996.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
781,MAGNOLIOPSIDA,EHRETIACEAE,COCUY,PLANTAE,COCUY,10.0,BORAGINALES,TRACHEOPHYTA,CORDIA L.,2900865,1996.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
782,LILIOPSIDA,POACEAE,COCUY,PLANTAE,COCUY,2.0,POALES,TRACHEOPHYTA,CALAMAGROSTIS EFFUSA STEUD.,4108700,2004.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
783,MAGNOLIOPSIDA,MALVACEAE,COCUY,PLANTAE,COCUY,10.0,MALVALES,TRACHEOPHYTA,ACAULIMALVA PURDIAEI (A.GRAY) KRAPOV.,7519667,1996.0, ANDES NORORIENTALES,4000,0,912,1947,919,525,356,261,613,2224,3836,4543,3073,3639,7350,7605,6534,9747,14147,9764
784,LILIOPSIDA,CYPERACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,POALES,TRACHEOPHYTA,RHYNCHOSPORA RUIZIANA BOECKELER,2721007,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
785,BRYOPSIDA,HYLOCOMIACEAE,CHINGAZA,PLANTAE,CHINGAZA,12.0,HYPNALES,BRYOPHYTA,"PLEUROZIUM SCHREBERI MITTEN, 1869",2679715,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
786,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,ASTERALES,TRACHEOPHYTA,PLAGIOCHEILUS SOLIVAEFORMIS DC.,3088181,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
787,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,ASTERALES,TRACHEOPHYTA,PLAGIOCHEILUS SOLIVAEFORMIS DC.,3088181,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
788,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,1.0,ASTERALES,TRACHEOPHYTA,PENTACALIA ABIETINA (WILLD. EX WEDD.) CUATREC.,3111523,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
789,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,8.0,ASTERALES,TRACHEOPHYTA,PENTACALIA GUADALUPE (CUATREC.) CUATREC.,3111552,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
790,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,1.0,ASTERALES,TRACHEOPHYTA,PENTACALIA NITIDA (KUNTH) CUATREC.,3111425,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
791,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,3.0,ASTERALES,TRACHEOPHYTA,PENTACALIA TOLIMENSIS (SCH.BIP. EX WEDD.) CUATREC.,3111549,2001.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
792,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,1.0,ASTERALES,TRACHEOPHYTA,PENTACALIA VACCINIOIDES (KUNTH) CUATREC.,3111216,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
793,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,12.0,ASTERALES,TRACHEOPHYTA,PENTACALIA VACCINIOIDES (KUNTH) CUATREC.,3111216,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
794,LILIOPSIDA,CYPERACEAE,CHINGAZA,PLANTAE,CHINGAZA,1.0,POALES,TRACHEOPHYTA,OREOBOLUS OBTUSANGULUS GAUDICH.,2711900,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
795,LILIOPSIDA,CYPERACEAE,CHINGAZA,PLANTAE,CHINGAZA,12.0,POALES,TRACHEOPHYTA,OREOBOLUS CLEEFII L.E.MORA,8174335,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
796,MAGNOLIOPSIDA,APIACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,APIALES,TRACHEOPHYTA,OREOMYRRHIS ANDICOLA (LAG. EX DC.) HOOK.FIL.,6027140,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
797,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,12.0,ASTERALES,TRACHEOPHYTA,ORITROPHIUM PERUVIANUM (LAM.) CUATREC.,3096721,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
798,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,7.0,ASTERALES,TRACHEOPHYTA,ORITROPHIUM PERUVIANUM SUBSP. LINEATUM (CUATREC.) CUATREC.,4253961,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
799,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,8.0,ASTERALES,TRACHEOPHYTA,ORITROPHIUM PERUVIANUM (LAM.) CUATREC.,3096721,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
800,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,7.0,ASTERALES,TRACHEOPHYTA,NOTICASTRUM MARGINATUM (KUNTH) CUATREC.,3110254,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
801,MAGNOLIOPSIDA,APIACEAE,CHINGAZA,PLANTAE,CHINGAZA,1.0,APIALES,TRACHEOPHYTA,NIPHOGETON TERNATA (WILLD. EX SCHULT.) MATHIAS & CONSTANCE,6027394,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
802,MAMMALIA,PROCYONIDAE,CHINGAZA,ANIMALIA,CHINGAZA,3.0,CARNIVORA,CHORDATA,"NASUELLA OLIVACEA (GRAY, 1865)",2433588,2003.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
803,MAGNOLIOPSIDA,PRIMULACEAE,CHINGAZA,PLANTAE,CHINGAZA,9.0,ERICALES,TRACHEOPHYTA,MYRSINE L.,3169412,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
804,LILIOPSIDA,POACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,POALES,TRACHEOPHYTA,MUHLENBERGIA CLEEFII LAEGAARD,7561049,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
805,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,3.0,ASTERALES,TRACHEOPHYTA,MUTISIA CLEMATIS L.F.,3144168,2001.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
806,MAGNOLIOPSIDA,MELASTOMATACEAE,CHINGAZA,PLANTAE,CHINGAZA,3.0,MYRTALES,TRACHEOPHYTA,MICONIA RUIZ & PAV.,3188558,2001.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
807,MAMMALIA,CERVIDAE,CHINGAZA,ANIMALIA,CHINGAZA,9.0,ARTIODACTYLA,CHORDATA,"MAZAMA AMERICANA (ERXLEBEN, 1777)",5220123,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
808,LYCOPODIOPSIDA,LYCOPODIACEAE,CHINGAZA,PLANTAE,CHINGAZA,6.0,LYCOPODIALES,TRACHEOPHYTA,LYCOPODIUM CLAVATUM SUBSP. CONTIGUUM (KLOTZSCH) B.A˜LLG.,3992193,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
809,MAGNOLIOPSIDA,CAMPANULACEAE,CHINGAZA,PLANTAE,CHINGAZA,8.0,ASTERALES,TRACHEOPHYTA,LYSIPOMIA MUSCOIDES HOOK.F.,3166072,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
810,MAGNOLIOPSIDA,FABACEAE,CHINGAZA,PLANTAE,CHINGAZA,9.0,FABALES,TRACHEOPHYTA,LUPINUS AMANDUS C.P.SM.,2964076,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
811,MAGNOLIOPSIDA,FABACEAE,CHINGAZA,PLANTAE,CHINGAZA,3.0,FABALES,TRACHEOPHYTA,LUPINUS BOGOTENSIS BENTH.,2964150,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
812,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,9.0,ASTERALES,TRACHEOPHYTA,LAESTADIA MUSCICOLA WEDD.,5939812,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
813,LYCOPODIOPSIDA,ISOETACEAE,CHINGAZA,PLANTAE,CHINGAZA,7.0,ISOETALES,TRACHEOPHYTA,ISOETES TRIQUETRA A.BR.,3584965,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
814,LYCOPODIOPSIDA,ISOETACEAE,CHINGAZA,PLANTAE,CHINGAZA,7.0,ISOETALES,TRACHEOPHYTA,ISOETACEAE,3074,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
815,LILIOPSIDA,CYPERACEAE,CHINGAZA,PLANTAE,CHINGAZA,7.0,POALES,TRACHEOPHYTA,CYPERACEAE,7708,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
816,LILIOPSIDA,CYPERACEAE,CHINGAZA,PLANTAE,CHINGAZA,4.0,POALES,TRACHEOPHYTA,CYPERACEAE,7708,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
817,BRYOPSIDA,HYPNACEAE,CHINGAZA,PLANTAE,CHINGAZA,12.0,HYPNALES,BRYOPHYTA,"HYPNUM AMABILE HAMPE, 1869",2682016,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
818,BRYOPSIDA,HYPNACEAE,CHINGAZA,PLANTAE,CHINGAZA,12.0,HYPNALES,BRYOPHYTA,"HYPNUM AMABILE HAMPE, 1869",2682016,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
819,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,ASTERALES,TRACHEOPHYTA,HYPOCHAERIS SESSILIFLORA KUNTH,3093832,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
820,LYCOPODIOPSIDA,LYCOPODIACEAE,CHINGAZA,PLANTAE,CHINGAZA,6.0,LYCOPODIALES,TRACHEOPHYTA,HUPERZIA CRUENTA (SPRING) ROTHM.,3991369,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
821,LYCOPODIOPSIDA,LYCOPODIACEAE,CHINGAZA,PLANTAE,CHINGAZA,3.0,LYCOPODIALES,TRACHEOPHYTA,HUPERZIA BERNH.,2688450,2003.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
822,LYCOPODIOPSIDA,LYCOPODIACEAE,CHINGAZA,PLANTAE,CHINGAZA,12.0,LYCOPODIALES,TRACHEOPHYTA,HUPERZIA TETRAGONA (HOOK. & GREV.) TREVIS.,8309852,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
823,LYCOPODIOPSIDA,LYCOPODIACEAE,CHINGAZA,PLANTAE,CHINGAZA,12.0,LYCOPODIALES,TRACHEOPHYTA,HUPERZIA BERNH.,2688450,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
824,MAGNOLIOPSIDA,GENTIANACEAE,CHINGAZA,PLANTAE,CHINGAZA,12.0,GENTIANALES,TRACHEOPHYTA,HALENIA ASCLEPIADEA G.DON,5596294,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
825,MAGNOLIOPSIDA,GENTIANACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,GENTIANALES,TRACHEOPHYTA,HALENIA BORKH.,3169876,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
826,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,ASTERALES,TRACHEOPHYTA,GNAPHALIUM ANTENNARIOIDES DC.,7838634,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
827,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,7.0,ASTERALES,TRACHEOPHYTA,GNAPHALIUM ANTENNARIOIDES DC.,7838634,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
828,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,ASTERALES,TRACHEOPHYTA,GAMOCHAETA AMERICANA (MILL.) WEDD.,3103158,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
829,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,ASTERALES,TRACHEOPHYTA,GAMOCHAETA AMERICANA (MILL.) WEDD.,3103158,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
830,MAGNOLIOPSIDA,GENTIANACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,GENTIANALES,TRACHEOPHYTA,GENTIANELLA CORYMBOSA (KUNTH) WEAVER & RUDENBERG,3843335,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
831,MAGNOLIOPSIDA,GENTIANACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,GENTIANALES,TRACHEOPHYTA,GENTIANELLA CORYMBOSA (KUNTH) WEAVER & RUDENBERG,3843335,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
832,MAGNOLIOPSIDA,RUBIACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,GENTIANALES,TRACHEOPHYTA,GALIUM ASCENDENS WILLD. EX SPRENG.,2915066,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
833,MAGNOLIOPSIDA,RUBIACEAE,CHINGAZA,PLANTAE,CHINGAZA,3.0,GENTIANALES,TRACHEOPHYTA,GALIUM ASCENDENS WILLD. EX SPRENG.,2915066,2001.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
834,LILIOPSIDA,POACEAE,CHINGAZA,PLANTAE,CHINGAZA,4.0,POALES,TRACHEOPHYTA,FESTUCA L.,2704913,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
835,AMPHIBIA,STRABOMANTIDAE,CHINGAZA,ANIMALIA,CHINGAZA,2.0,ANURA,CHORDATA,"ELEUTHERODACTYLUS NERVICUS LYNCH, 1994",2425393,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
836,LILIOPSIDA,CYPERACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,POALES,TRACHEOPHYTA,ELEOCHARIS ACICULARIS (L.) ROEM. & SCHULT.,2717570,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
837,LILIOPSIDA,CYPERACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,POALES,TRACHEOPHYTA,ELEOCHARIS ACICULARIS (L.) ROEM. & SCHULT.,2717570,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
838,LILIOPSIDA,CYPERACEAE,CHINGAZA,PLANTAE,CHINGAZA,4.0,POALES,TRACHEOPHYTA,ELEOCHARIS ACICULARIS (L.) ROEM. & SCHULT.,2717570,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
839,LILIOPSIDA,CYPERACEAE,CHINGAZA,PLANTAE,CHINGAZA,4.0,POALES,TRACHEOPHYTA,ELEOCHARIS ACICULARIS (L.) ROEM. & SCHULT.,2717570,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
840,LILIOPSIDA,CYPERACEAE,CHINGAZA,PLANTAE,CHINGAZA,4.0,POALES,TRACHEOPHYTA,ELEOCHARIS STENOCARPA SVENSON,2717165,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
841,AMPHIBIA,STRABOMANTIDAE,CHINGAZA,ANIMALIA,CHINGAZA,2.0,ANURA,CHORDATA,"ELEUTHERODACTYLUS BOGOTENSIS (PETERS, 1863)",2425021,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
842,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,8.0,ASTERALES,TRACHEOPHYTA,DIPLOSTEPHIUM PHYLICOIDES WEDD.,3090681,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
843,LILIOPSIDA,DIOSCOREACEAE,CHINGAZA,PLANTAE,CHINGAZA,6.0,DIOSCOREALES,TRACHEOPHYTA,DIOSCOREA CORIACEA HUMB. & BONPL. EX WILLD.,2754450,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
844,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,3.0,ASTERALES,TRACHEOPHYTA,DIPLOSTEPHIUM OCHRACEUM NEES,3090668,2001.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
845,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,3.0,ASTERALES,TRACHEOPHYTA,DIPLOSTEPHIUM OCHRACEUM NEES,3090668,2001.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
846,LILIOPSIDA,CYPERACEAE,CHINGAZA,PLANTAE,CHINGAZA,9.0,POALES,TRACHEOPHYTA,CYPERUS L.,2713455,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
847,MAGNOLIOPSIDA,PRIMULACEAE,CHINGAZA,PLANTAE,CHINGAZA,3.0,ERICALES,TRACHEOPHYTA,CYBIANTHUS MART.,3169407,2001.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
848,LILIOPSIDA,POACEAE,CHINGAZA,PLANTAE,CHINGAZA,9.0,POALES,TRACHEOPHYTA,CORTADERIA COLUMBIANA PILG.,4153239,2000.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
849,MAGNOLIOPSIDA,ASTERACEAE,CHINGAZA,PLANTAE,CHINGAZA,11.0,ASTERALES,TRACHEOPHYTA,COTULA MEXICANA (DC.) CABRERA,3112131,1998.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
850,LILIOPSIDA,POACEAE,CHINGAZA,PLANTAE,CHINGAZA,4.0,POALES,TRACHEOPHYTA,CHUSQUEA TESSELLATA MUNRO,4128117,1999.0,  ORINOQUIA,346,2168,3365,3349,1600,1617,1844,589,1239,2891,3427,4328,4806,6986,11561,8508,9487,13801,15081,4462
