,class,family,key,kingdom,locality,month,order,phylum,scientificname,taxonkey,year,direccion_territorial,total_1995,total_1996,total_1997,total_1998,total_1999,total_2000,total_2001,total_2002,total_2003,total_2004,total_2005,total_2006,total_2007,total_2008,total_2009,total_2010,total_2011,total_2012,total_2013,total_2014
446,JUNGERMANNIOPSIDA,TRICHOCOLEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,TRICHOCOLEA FILICAULIS STEPH.,7584952,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
447,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,TRACHYLEJEUNEA ASPERIFLORA (SPRUCE) SCHIFFN.,7613628,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
448,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,TRACHYLEJEUNEA ASPERIFLORA (SPRUCE) SCHIFFN.,7613628,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
449,BRYOPSIDA,THUIDIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"THUIDIUM PERUVIANUM MITTEN, 1869",2679471,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
450,BRYOPSIDA,THUIDIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"THUIDIUM PERUVIANUM MITTEN, 1869",2679471,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
451,BRYOPSIDA,THUIDIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"THUIDIUM PERUVIANUM MITTEN, 1869",2679471,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
452,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,TAXILEJEUNEA OBTUSANGULA (SPRUCE) A.EVANS,5710110,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
453,BRYOPSIDA,SEMATOPHYLLACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"TAXITHELIUM PLANUM MITTEN, 1869",2680447,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
454,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,TAXILEJEUNEA LUSORIA (LINDENB. & GOTTSCHE) SCHIFFNER,7573115,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
455,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,TAXILEJEUNEA LUSORIA (LINDENB. & GOTTSCHE) SCHIFFNER,7573115,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
456,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,TAXILEJEUNEA PTERIGONIA (LEHM. & LINDENB.) SCHIFFN.,8311593,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
457,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,TAXILEJEUNEA PTERIGONIA (LEHM. & LINDENB.) SCHIFFN.,8311593,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
458,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,TAXILEJEUNEA PTERIGONIA (LEHM. & LINDENB.) SCHIFFN.,8311593,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
459,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,TAXILEJEUNEA PTERIGONIA (LEHM. & LINDENB.) SCHIFFN.,8311593,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
460,JUNGERMANNIOPSIDA,PALLAVICINIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PALLAVICINIALES,MARCHANTIOPHYTA,SYMPHYOGYNA PODOPHYLLA (THUNB.) NEES & MONT.,8183615,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
461,BRYOPSIDA,CALYMPERACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,POTTIALES,BRYOPHYTA,"SYRRHOPODON PROLIFER SCHWAEGRICHEN, 1827",2670298,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
462,BRYOPSIDA,CALYMPERACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,POTTIALES,BRYOPHYTA,"SYRRHOPODON PROLIFER SCHWAEGRICHEN, 1827",2670298,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
463,BRYOPSIDA,CALYMPERACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,POTTIALES,BRYOPHYTA,"SYRRHOPODON PROLIFER SCHWAEGRICHEN, 1827",2670298,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
464,BRYOPSIDA,CALYMPERACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,POTTIALES,BRYOPHYTA,"SYRRHOPODON PROLIFER SCHWAEGRICHEN, 1827",2670298,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
465,JUNGERMANNIOPSIDA,PALLAVICINIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PALLAVICINIALES,MARCHANTIOPHYTA,SYMPHYOGYNA BRONGNIARTII MONT.,7436665,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
466,JUNGERMANNIOPSIDA,ADELANTHACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,SYZYGIELLA LIBERATA INOUE,7934717,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
467,JUNGERMANNIOPSIDA,PALLAVICINIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PALLAVICINIALES,MARCHANTIOPHYTA,SYMPHYOGYNA BRONGNIARTII MONT.,7436665,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
468,JUNGERMANNIOPSIDA,PALLAVICINIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PALLAVICINIALES,MARCHANTIOPHYTA,SYMPHYOGYNA BRONGNIARTII MONT.,7436665,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
469,BRYOPSIDA,CALYMPERACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,POTTIALES,BRYOPHYTA,"SYRRHOPODON SIMMONDSII STEERE, 1946",2670304,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
470,JUNGERMANNIOPSIDA,PALLAVICINIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PALLAVICINIALES,MARCHANTIOPHYTA,SYMPHYOGYNA ASPERA STEPH.,7828205,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
471,JUNGERMANNIOPSIDA,PALLAVICINIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PALLAVICINIALES,MARCHANTIOPHYTA,SYMPHYOGYNA BRASILIENSIS (NEES) NEES & MONT.,2688693,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
472,JUNGERMANNIOPSIDA,PALLAVICINIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PALLAVICINIALES,MARCHANTIOPHYTA,SYMPHYOGYNA BRASILIENSIS (NEES) NEES & MONT.,2688693,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
473,JUNGERMANNIOPSIDA,PALLAVICINIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PALLAVICINIALES,MARCHANTIOPHYTA,SYMPHYOGYNA BOGOTENSIS (GOTTSCHE) STEPH.,7552587,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
474,BRYOPSIDA,SEMATOPHYLLACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869",2680710,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
475,BRYOPSIDA,SEMATOPHYLLACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869",2680710,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
476,BRYOPSIDA,SEMATOPHYLLACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869",2680710,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
477,BRYOPSIDA,SEMATOPHYLLACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869",2680710,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
478,BRYOPSIDA,SEMATOPHYLLACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869",2680710,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
479,BRYOPSIDA,SEMATOPHYLLACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869",2680710,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
480,BRYOPSIDA,SEMATOPHYLLACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"SEMATOPHYLLUM CHRYSOSTEGUM MITTEN, 1869",2680710,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
481,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,SCHIFFNERIOLEJEUNEA POLYCARPA (NEES) GRADST.,7469001,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
482,JUNGERMANNIOPSIDA,SCAPANIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,SCAPANIA PORTORICENSIS HAMPE & GOTTSCHE,8323578,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
483,JUNGERMANNIOPSIDA,RADULACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,RADULA JAVANICA GOTTSCHE,7778306,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
484,JUNGERMANNIOPSIDA,RADULACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,RADULA NUDICAULIS STEPH.,7586673,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
485,JUNGERMANNIOPSIDA,RADULACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,RADULA NUDICAULIS STEPH.,7586673,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
486,JUNGERMANNIOPSIDA,RADULACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,RADULA VOLUTA TAYLOR,5710154,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
487,JUNGERMANNIOPSIDA,RADULACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,RADULA VOLUTA TAYLOR,5710154,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
488,JUNGERMANNIOPSIDA,RADULACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,RADULA VOLUTA TAYLOR,5710154,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
489,JUNGERMANNIOPSIDA,RADULACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,RADULA VOLUTA TAYLOR,5710154,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
490,JUNGERMANNIOPSIDA,RADULACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,RADULA VOLUTA TAYLOR,5710154,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
491,BRYOPSIDA,NECKERACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,LEUCODONTALES,BRYOPHYTA,POROTRICHUM LINDIGII (HAMPE) MITT.,7541222,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
492,BRYOPSIDA,NECKERACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,LEUCODONTALES,BRYOPHYTA,POROTRICHUM LINDIGII (HAMPE) MITT.,7541222,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
493,BRYOPSIDA,NECKERACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,LEUCODONTALES,BRYOPHYTA,"POROTRICHUM LONGIROSTRE MITTEN, 1869",2678661,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
494,BRYOPSIDA,NECKERACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,LEUCODONTALES,BRYOPHYTA,POROTRICHUM PINIFORME (BRID.) MITT.,7360011,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
495,BRYOPSIDA,NECKERACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,LEUCODONTALES,BRYOPHYTA,POROTRICHUM PINIFORME (BRID.) MITT.,7360011,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
496,BRYOPSIDA,NECKERACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,LEUCODONTALES,BRYOPHYTA,POROTRICHUM PINIFORME (BRID.) MITT.,7360011,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
497,BRYOPSIDA,POLYTRICHACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,POLYTRICHALES,BRYOPHYTA,"POLYTRICHADELPHUS LONGISETUS MITTEN, 1869",2682923,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
498,BRYOPSIDA,POLYTRICHACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,POLYTRICHALES,BRYOPHYTA,"POLYTRICHASTRUM TENELLUM G.L.SMITH, 1975",2682933,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
499,BRYOPSIDA,MNIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,BRYALES,BRYOPHYTA,"PLAGIOMNIUM RHYNCHOPHORUM T.KOPONEN, 1971",2677620,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
500,BRYOPSIDA,MNIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,BRYALES,BRYOPHYTA,"PLAGIOMNIUM RHYNCHOPHORUM T.KOPONEN, 1971",2677620,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
501,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA CRISTATA (SW.) LINDENB.,7664165,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
502,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
503,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA AEREA TAYLOR,7909313,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
504,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA AEREA TAYLOR,7909313,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
505,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
506,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA BIFARIA (SW.) LINDENB.,8100531,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
507,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DIVERSIFOLIA LINDENB. & GOTTSCHE,8355224,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
508,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTICHA (LEHM. & LINDENB.) LINDENB.,7524739,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
509,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
510,JUNGERMANNIOPSIDA,PLAGIOCHILACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,PLAGIOCHILA DISTINCTIFOLIA LINDENB.,8024896,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
511,BRYOPSIDA,PHYLLOGONIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"PHYLLOGONIUM FULGENS BRIDEL, 1827",2673668,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
512,BRYOPSIDA,PHYLLOGONIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,HYPNALES,BRYOPHYTA,"PHYLLOGONIUM VISCOSUM MITTEN, 1869",2673666,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
513,BRYOPSIDA,BARTRAMIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,BRYALES,BRYOPHYTA,"PHILONOTIS SPHAEROCARPA BRIDEL, 1827",2676119,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
514,BRYOPSIDA,BARTRAMIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,BRYALES,BRYOPHYTA,"PHILONOTIS SPHAEROCARPA BRIDEL, 1827",2676119,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
515,BRYOPSIDA,BARTRAMIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,BRYALES,BRYOPHYTA,"PHILONOTIS SPHAEROCARPA BRIDEL, 1827",2676119,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
516,BRYOPSIDA,BARTRAMIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,BRYALES,BRYOPHYTA,"PHILONOTIS SPHAEROCARPA BRIDEL, 1827",2676119,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
517,BRYOPSIDA,BARTRAMIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,BRYALES,BRYOPHYTA,"PHILONOTIS SPHAEROCARPA BRIDEL, 1827",2676119,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
518,BRYOPSIDA,BARTRAMIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,BRYALES,BRYOPHYTA,"PHILONOTIS SPHAEROCARPA BRIDEL, 1827",2676119,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
519,BRYOPSIDA,BARTRAMIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,BRYALES,BRYOPHYTA,"PHILONOTIS UNCINATA BRIDEL, 1827",2676140,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
520,BRYOPSIDA,METEORIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,LEUCODONTALES,BRYOPHYTA,PAPILLARIA NIGRESCENS (SW. EX HEDW.) A.JAEGER,5710963,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
521,BRYOPSIDA,ORTHOTRICHACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,ORTHOTRICHALES,BRYOPHYTA,"ORTHOTRICHUM TRACHYMITRIUM MITTEN, 1869",2672627,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
522,BRYOPSIDA,ORTHOTRICHACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,ORTHOTRICHALES,BRYOPHYTA,ORTHOTRICHACEAE,4668,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
523,JUNGERMANNIOPSIDA,CEPHALOZIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,ODONTOSCHISMA FALCIFOLIUM STEPH.,7758675,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
524,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,ODONTOLEJEUNEA LUNULATA (F.WEBER) SCHIFFN.,2688807,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
525,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,ODONTOLEJEUNEA LUNULATA (F.WEBER) SCHIFFN.,2688807,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
526,JUNGERMANNIOPSIDA,CEPHALOZIACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,JUNGERMANNIALES,MARCHANTIOPHYTA,ODONTOSCHISMA DENUDATUM (MART.) DUMORT.,2689177,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
527,JUNGERMANNIOPSIDA,LEJEUNEACEAE,GUACHAROS,PLANTAE,GUACHAROS,11.0,PORELLALES,MARCHANTIOPHYTA,ODONTOLEJEUNEA LUNULATA (F.WEBER) SCHIFFN.,2688807,2001.0, ANDES OCCIDENTALES,1000,590,242,47,576,273,326,163,360,341,373,378,334,515,698,470,710,668,829,389
