,class,family,key,kingdom,locality,month,order,phylum,scientificname,taxonkey,year,adultos_excentos_no_residentes_2011,adultos_excentos_no_residentes_2012,adultos_excentos_no_residentes_2013,adultos_excentos_no_residentes_2014,adultos_nacionales_2011,adultos_nacionales_2012,adultos_nacionales_2013,adultos_nacionales_2014,adultos_residentes_2011,adultos_residentes_2012,adultos_residentes_2013,adultos_residentes_2014,direccion_territorial,extranjeros_2011,extranjeros_2012,extranjeros_2013,extranjeros_2014,extranjeros_residentes_2011,extranjeros_residentes_2012,extranjeros_residentes_2013,extranjeros_residentes_2014,mes,ninos_excentos_no_residentes_2011,ninos_excentos_no_residentes_2012,ninos_excentos_no_residentes_2013,ninos_excentos_no_residentes_2014,ninos_residentes_2011,ninos_residentes_2012,ninos_residentes_2013,ninos_residentes_2014,ninos_y_estudiantes_2011,ninos_y_estudiantes_2012,ninos_y_estudiantes_2013,ninos_y_estudiantes_2014,total_2009,total_2010,total_2011,total_2012,total_2013,total_2014
8992,BRYOPSIDA,HYPNACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",2682677,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8993,BRYOPSIDA,HYPNACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",2682677,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8994,BRYOPSIDA,HYPNACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",2682677,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8995,BRYOPSIDA,HYPNACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",2682677,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8996,BRYOPSIDA,HYPNACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",2682677,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8997,BRYOPSIDA,HYPNACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",2682677,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8998,BRYOPSIDA,HYPNACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",2682677,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8999,BRYOPSIDA,HYPNACEAE,TAMA,PLANTAE,TAMA,1.0,HYPNALES,BRYOPHYTA,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",2682677,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9001,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9002,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9003,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9004,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9005,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9006,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9007,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9008,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9009,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9010,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9011,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,6.0,DICRANALES,BRYOPHYTA,CAMPYLOPUS BRID.,2674696,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9012,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9013,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9014,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9015,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9016,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9017,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9018,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9019,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9020,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9021,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9022,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9023,BRYOPSIDA,DICRANACEAE,TAMA,PLANTAE,TAMA,1.0,DICRANALES,BRYOPHYTA,"CAMPYLOPUS JAMESONII JAEGER, 1872",5281874,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9024,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9025,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9026,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9027,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9028,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9029,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9030,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9031,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9032,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9033,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9034,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9035,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9036,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9037,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9038,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9039,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9040,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9041,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9042,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9043,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9044,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9045,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9046,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9047,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM ANDICOLA HOOK.,4280187,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9048,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM CAPILLARE HEDW.,7259189,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9049,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM CAPILLARE HEDW.,7259189,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9050,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM CAPILLARE HEDW.,7259189,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9051,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM CAPILLARE HEDW.,7259189,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9052,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM CAPILLARE HEDW.,7259189,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9053,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM CAPILLARE HEDW.,7259189,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9054,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM CAPILLARE HEDW.,7259189,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9055,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM CAPILLARE HEDW.,7259189,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9056,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM CAPILLARE HEDW.,7259189,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9057,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM CAPILLARE HEDW.,7259189,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9058,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM CAPILLARE HEDW.,7259189,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9059,BRYOPSIDA,BRYACEAE,TAMA,PLANTAE,TAMA,1.0,BRYALES,BRYOPHYTA,BRYUM CAPILLARE HEDW.,7259189,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9060,BRYOPSIDA,BARTRAMIACEAE,TAMA,PLANTAE,TAMA,6.0,BRYALES,BRYOPHYTA,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,2673139,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9061,BRYOPSIDA,BARTRAMIACEAE,TAMA,PLANTAE,TAMA,6.0,BRYALES,BRYOPHYTA,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,2673139,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9062,BRYOPSIDA,BARTRAMIACEAE,TAMA,PLANTAE,TAMA,6.0,BRYALES,BRYOPHYTA,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,2673139,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9063,BRYOPSIDA,BARTRAMIACEAE,TAMA,PLANTAE,TAMA,6.0,BRYALES,BRYOPHYTA,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,2673139,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9064,BRYOPSIDA,BARTRAMIACEAE,TAMA,PLANTAE,TAMA,6.0,BRYALES,BRYOPHYTA,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,2673139,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9065,BRYOPSIDA,BARTRAMIACEAE,TAMA,PLANTAE,TAMA,6.0,BRYALES,BRYOPHYTA,BREUTELIA (BRUCH & SCHIMP.) SCHIMP.,2673139,1995.0,0,0,0,0,0,0,0,0,0,0,0,0, ANDES NORORIENTALES,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
